naics_6,naics_title,sector_naics_2,sector_profile_id,confidence,mapping_method
713940,Fitness and Recreational Sports Centers,71,recreation.fitness_studio,high,naics6_override
713950,Bowling Centers,71,recreation.amusement_attraction,high,naics6_override
713990,All Other Amusement and Recreation Industries,71,recreation.amusement_attraction,high,naics6_override
721110,Hotels (except Casino Hotels) and Motels,72,hospitality.lodging,high,naics4_rule
721120,Casino Hotels,72,hospitality.lodging,high,naics4_rule
721191,Bed-and-Breakfast Inns,72,hospitality.lodging,high,naics4_rule
721199,All Other Traveler Accommodation,72,hospitality.short_term_rental,high,phase2_oos_override
721211,RV (Recreational Vehicle) Parks and Campgrounds,72,hospitality.lodging,high,naics4_rule
721214,Recreational and Vacation Camps (except Campgrounds),72,hospitality.lodging,high,naics4_rule
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",72,hospitality.lodging,high,naics4_rule
722310,Food Service Contractors,72,hospitality.catering_special_food,high,naics6_override
722320,Caterers,72,hospitality.catering_special_food,high,naics6_override
722330,Mobile Food Services,72,hospitality.food_truck,high,phase2_oos_override
722410,Drinking Places (Alcoholic Beverages),72,hospitality.bar_nightlife,high,naics4_rule
722511,Full-Service Restaurants,72,hospitality.full_service_restaurant,high,naics6_override
722513,Limited-Service Restaurants,72,hospitality.cafe_quick_service,high,naics6_override
722514,"Cafeterias, Grill Buffets, and Buffets",72,hospitality.cafe_quick_service,high,naics6_override
722515,Snack and Nonalcoholic Beverage Bars,72,hospitality.cafe_quick_service,high,naics6_override
# Phase 2 OOS override: 722599 (synthetic code for ghost kitchens / cloud kitchens / delivery-only concepts) — real federal NAICS classifies these under 722513 alongside fast food, but keywordRouter routes "Ghost Kitchen / Cloud Kitchen" to this synthetic code so they get the delivery-platform-focused hospitality.ghost_kitchen profile instead of the walk-in cafe_quick_service profile.
722599,Ghost Kitchens (synthetic),72,hospitality.ghost_kitchen,high,phase2_oos_override
811111,General Automotive Repair,81,other_services.auto_repair,high,naics4_rule
811114,Specialized Automotive Repair,81,other_services.auto_repair,high,naics4_rule
811121,"Automotive Body, Paint, and Interior Repair and Maintenance",81,other_services.auto_repair,high,naics4_rule
811122,Automotive Glass Replacement Shops,81,other_services.auto_repair,high,naics4_rule
811191,Automotive Oil Change and Lubrication Shops,81,other_services.auto_repair,high,naics4_rule
811192,Car Washes,81,other_services.auto_repair,high,naics4_rule
811198,All Other Automotive Repair and Maintenance,81,other_services.auto_repair,high,naics4_rule
811210,Electronic and Precision Equipment Repair and Maintenance,81,other_services.repair_machinery_other,high,naics4_rule
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,81,other_services.repair_machinery_other,high,naics4_rule
811411,Home and Garden Equipment Repair and Maintenance,81,other_services.repair_machinery_other,high,naics4_rule
811412,Appliance Repair and Maintenance,81,other_services.repair_machinery_other,high,naics4_rule
811420,Reupholstery and Furniture Repair,81,other_services.repair_machinery_other,high,naics4_rule
811430,Footwear and Leather Goods Repair,81,other_services.repair_machinery_other,high,naics4_rule
811490,Other Personal and Household Goods Repair and Maintenance,81,other_services.repair_machinery_other,high,naics4_rule
812111,Barber Shops,81,other_services.personal_care,high,naics6_override
812112,Beauty Salons,81,other_services.personal_care,high,naics6_override
812113,Nail Salons,81,other_services.personal_care,high,naics6_override
812191,Diet and Weight Reducing Centers,81,other_services.personal_care,high,naics4_rule
812199,Other Personal Care Services,81,other_services.personal_care,high,naics6_override
812210,Funeral Homes and Funeral Services,81,other_services.death_care,high,naics4_rule
812220,Cemeteries and Crematories,81,other_services.death_care,high,naics4_rule
812310,Coin-Operated Laundries and Drycleaners,81,other_services.dry_cleaning_laundry,high,naics4_rule
812320,Drycleaning and Laundry Services (except Coin-Operated),81,other_services.dry_cleaning_laundry,high,naics4_rule
812331,Linen Supply,81,other_services.dry_cleaning_laundry,high,naics4_rule
812332,Industrial Launderers,81,other_services.dry_cleaning_laundry,high,naics4_rule
812910,Pet Care (except Veterinary) Services,81,other_services.personal_care,high,naics6_override
# Phase 2 OOS override: 812921 + 812922 (Photofinishing) routed to other_services.personal_care by default but reclassified OUT_OF_SCOPE_NICHE — photofinishing is a declining niche with no overlap with salon/barber/spa dynamics.
812921,Photofinishing Laboratories (except One-Hour),81,OUT_OF_SCOPE_NICHE,high,phase2_oos_override
812922,One-Hour Photofinishing,81,OUT_OF_SCOPE_NICHE,high,phase2_oos_override
# Phase 2 OOS override: 812930 (Parking Lots and Garages) routed to other_services.personal_care by default but reclassified OUT_OF_SCOPE_NICHE — parking facilities are real-estate operations, not personal-care services.
812930,Parking Lots and Garages,81,OUT_OF_SCOPE_NICHE,high,phase2_oos_override
812990,All Other Personal Services,81,professional.consulting,high,naics6_override
# Session 6 OOS reroute: other_services.religious_civic (813*) — per classifier OOS pattern; membership/religious/civic orgs not commercial businesses.
813110,Religious Organizations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813211,Grantmaking Foundations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813212,Voluntary Health Organizations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813219,Other Grantmaking and Giving Services,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813311,Human Rights Organizations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813312,"Environment, Conservation and Wildlife Organizations",81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813319,Other Social Advocacy Organizations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813410,Civic and Social Organizations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813910,Business Associations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813920,Professional Organizations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813930,Labor Unions and Similar Labor Organizations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813940,Political Organizations,81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",81,OUT_OF_SCOPE_NICHE,high,session6_oos_override
814110,Private Households,81,other_services.private_household,high,naics4_rule
921110,Executive Offices,92,OUT_OF_SCOPE_92,high,naics4_rule
921120,Legislative Bodies,92,OUT_OF_SCOPE_92,high,naics4_rule
921130,Public Finance Activities,92,OUT_OF_SCOPE_92,high,naics4_rule
921140,"Executive and Legislative Offices, Combined",92,OUT_OF_SCOPE_92,high,naics4_rule
921150,American Indian and Alaska Native Tribal Governments,92,OUT_OF_SCOPE_92,high,naics4_rule
921190,Other General Government Support,92,OUT_OF_SCOPE_92,high,naics4_rule
922110,Courts,92,OUT_OF_SCOPE_92,high,naics4_rule
922120,Police Protection,92,OUT_OF_SCOPE_92,high,naics4_rule
922130,Legal Counsel and Prosecution,92,OUT_OF_SCOPE_92,high,naics4_rule
922140,Correctional Institutions,92,OUT_OF_SCOPE_92,high,naics4_rule
922150,Parole Offices and Probation Offices,92,OUT_OF_SCOPE_92,high,naics4_rule
922160,Fire Protection,92,OUT_OF_SCOPE_92,high,naics4_rule
922190,"Other Justice, Public Order, and Safety Activities",92,OUT_OF_SCOPE_92,high,naics4_rule
923110,Administration of Education Programs,92,OUT_OF_SCOPE_92,high,naics4_rule
923120,Administration of Public Health Programs,92,OUT_OF_SCOPE_92,high,naics4_rule
923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",92,OUT_OF_SCOPE_92,high,naics4_rule
923140,Administration of Veterans' Affairs,92,OUT_OF_SCOPE_92,high,naics4_rule
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92,OUT_OF_SCOPE_92,high,naics4_rule
924120,Administration of Conservation Programs,92,OUT_OF_SCOPE_92,high,naics4_rule
925110,Administration of Housing Programs,92,OUT_OF_SCOPE_92,high,naics4_rule
925120,Administration of Urban Planning and Community and Rural Development,92,OUT_OF_SCOPE_92,high,naics4_rule
926110,Administration of General Economic Programs,92,OUT_OF_SCOPE_92,high,naics4_rule
926120,Regulation and Administration of Transportation Programs,92,OUT_OF_SCOPE_92,high,naics4_rule
926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",92,OUT_OF_SCOPE_92,high,naics4_rule
926140,Regulation of Agricultural Marketing and Commodities,92,OUT_OF_SCOPE_92,high,naics4_rule
926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",92,OUT_OF_SCOPE_92,high,naics4_rule
927110,Space Research and Technology,92,OUT_OF_SCOPE_92,high,naics4_rule
928110,National Security,92,OUT_OF_SCOPE_92,high,naics4_rule
928120,International Affairs,92,OUT_OF_SCOPE_92,high,naics4_rule
